sentence,label,confidence,publication_date,url,title,source
"“At PSFU, we are in the business of growing businesses.",delay_time_overrun,0.5,2023-04-19,https://observer.ug/news/fruits-give-nwoya-youths-hope-but-govt-delaying-to-establish-factory/,Fruits give Nwoya youths hope but govt delaying to establish factory,The Observer
This practice works against the economy on both micro and macro levels.,delay_time_overrun,0.5,2017-05-15,https://observer.ug/viewpoint/kudos-to-parliament-for-passing-law-ending-payment-of-rent-in-dollars/,Kudos to parliament for passing law ending payment of rent in dollars,The Observer
"This project is being implemented through a Results Based Financing/ Price Subsidy (RBF) Program under the Financial Intermediation Component of the Electricity Access Scale-up Project (EASP), which is supported by development partners.",delay_time_overrun,0.5,2024-12-20,https://observer.ug/business/govt-subsidizes-prices-of-renewable-energy-products/,Govt subsidizes prices of renewable energy products,The Observer
"While officially launching the project in Kiboga district last week, Roy Nyamutale Baguma, the managing director of UECCC, said they have partnered with 67 energy service companies to deliver the price subsidies to Ugandans and refugees.",delay_time_overrun,0.5,2024-12-20,https://observer.ug/business/govt-subsidizes-prices-of-renewable-energy-products/,Govt subsidizes prices of renewable energy products,The Observer
The Electricity Access Scale-Up Project is a $638 million World Bank-funded project.,delay_time_overrun,0.5,2024-12-20,https://observer.ug/business/govt-subsidizes-prices-of-renewable-energy-products/,Govt subsidizes prices of renewable energy products,The Observer
"However, a second NOTAM was issued saying the runway would be blocked until 4 pm.",delay_time_overrun,0.5,2022-04-20,https://observer.ug/news/incoming-flights-resume-at-entebbe-airport/,Entebbe airport runway reopened for flights after RwandaAir skids off runway,The Observer
"The document lists World Bank Group commitments to women with disabilities, examples of law and policy reform, key barriers and solutions across several World Bank sectors, as well as a checklist for World Bank project teams.",delay_time_overrun,0.5,2023-03-08,https://observer.ug/news/world-bank-pledges-to-accelerate-women-equality-and-empowerment/,World Bank pledges to accelerate women equality and empowerment,The Observer
"The project dubbed Twaake or Utility 2.0.is an initiative of collaborative efforts by leading Uganda-based distributed renewable energy companies (DREs) to deliver affordable, reliable, and clean power positioning as utilities of the future.",delay_time_overrun,0.5,2021-08-02,https://observer.ug/business/ugandans-should-exploit-unfolding-opportunities-in-the-energy-sector/,Ugandans should exploit unfolding opportunities in the energy sector,The Observer
"Under this project, the partners – solar mini grid developers and appliance financiers – seek to fast-track access to electricity by communities that do not have this critical resource.",delay_time_overrun,0.5,2021-08-02,https://observer.ug/business/ugandans-should-exploit-unfolding-opportunities-in-the-energy-sector/,Ugandans should exploit unfolding opportunities in the energy sector,The Observer
"Umeme Limited, Uganda’s electricity utility company accounting for 97 per cent distribution, which built the distribution infrastructure in the community.",delay_time_overrun,0.5,2021-08-02,https://observer.ug/business/ugandans-should-exploit-unfolding-opportunities-in-the-energy-sector/,Ugandans should exploit unfolding opportunities in the energy sector,The Observer
"Power for All, which has the license and has coordinated the pilot and Makerere University’s CEDAT as research partners for the project which has been funded by Rockefeller Foundation.",delay_time_overrun,0.5,2021-08-02,https://observer.ug/business/ugandans-should-exploit-unfolding-opportunities-in-the-energy-sector/,Ugandans should exploit unfolding opportunities in the energy sector,The Observer
"Like we said in our statement to the press, the bank’s computer systems and information technology infrastructure were not compromised at all.",delay_time_overrun,0.5,2023-02-28,https://observer.ug/business/stanbic-bank-s-juuko-speaks-out-on-fraud-in-financial-sector/,Stanbic bank’s Juuko speaks out on fraud in financial sector,The Observer
Delayed compensation has been the norm for years; property is undervalued or owners are not paid at all.,delay_time_overrun,0.5,2017-02-06,https://observer.ug/viewpoint/ugandans-resist-removal-of-safeguards-against-land-grabbing/,Ugandans resist removal of safeguards against land-grabbing,The Observer
Do we lack valley dams because there was delay in acquiring land?,delay_time_overrun,0.5,2017-02-06,https://observer.ug/viewpoint/ugandans-resist-removal-of-safeguards-against-land-grabbing/,Ugandans resist removal of safeguards against land-grabbing,The Observer
"While the effort to process these LLMs is ongoing, the record number at the oral defences held on 31st October 2024 remains a testament both to the dedication and industry of the staff who taught them and supervised their dissertations, as well as to the significant potential of Makerere as a leader in research and graduate training in Uganda and beyond.",delay_time_overrun,0.5,2024-11-06,https://observer.ug/viewpoint/make-sure-those-baganda-ethnicity-and-project-uganda/,‘Make sure those Baganda…’: Ethnicity and Project Uganda,The Observer
"The Uganda Project requires political leaders, and Judges, who are not shy to ‘see’ ethnic difference, but who nevertheless, recognize that the management of that difference is a legitimate part of democracy and state-building.",delay_time_overrun,0.5,2024-11-06,https://observer.ug/viewpoint/make-sure-those-baganda-ethnicity-and-project-uganda/,‘Make sure those Baganda…’: Ethnicity and Project Uganda,The Observer
"Government officials claim they’re expanding prepaid meter upgrades and reviewing costs, but these measures feel like half-steps.",delay_time_overrun,0.5,2025-10-29,https://observer.ug/viewpoint/can-uedcls-weterezeeee-campaign-end-power-theft-in-uganda/,Can UEDCL’s “WETEREZeeee” Campaign end power theft in Uganda?,The Observer
The award of the licenses came barely two months after the gazetting of the National Payment System implementation regulations.,delay_time_overrun,0.5,2021-06-09,https://observer.ug/business/what-bou-s-new-payment-rules-mean-for-telecoms/,What BOU’s new payment rules mean for telecoms,The Observer
"In September 2020, the National Payment Systems (NPS) Act, 2020 was enacted to help bridge the gap that previous laws had left for payment systems across board to be regulated comprehensively.",delay_time_overrun,0.5,2021-06-09,https://observer.ug/business/what-bou-s-new-payment-rules-mean-for-telecoms/,What BOU’s new payment rules mean for telecoms,The Observer
"Tanzania is yet to finalise with its route, though.",delay_time_overrun,0.5,2017-01-04,https://observer.ug/business/govt-oil-firms-discuss-land-access-for-pipeline/,"Govt, oil firms discuss land access for pipeline",The Observer
"According to the Project Environmental and Social Impact Assessment (ESIA) report of June 2021, these minerals are estimated to deliver gross royalty payments of $380 million plus corporate tax contributions of about $965 million.",delay_time_overrun,0.5,2022-11-07,https://observer.ug/viewpoint/makuutu-rare-earth-elements-project-ought-to-pay-attention-to-human-rights-concerns/,Makuutu Rare Earth Elements project ought to pay attention to human rights concerns,The Observer
The discovery of these minerals has naturally caused a frenzy with the crux of the discussions focusing on the numbers – the economic potential of the project and not forecasting the implication of such projects on human rights.,delay_time_overrun,0.5,2022-11-07,https://observer.ug/viewpoint/makuutu-rare-earth-elements-project-ought-to-pay-attention-to-human-rights-concerns/,Makuutu Rare Earth Elements project ought to pay attention to human rights concerns,The Observer
"The skills gained from this initiative cover Level One Project Principles, Instant and Inclusive Payment Systems (IIPS), inclusive finance and fintech in general.",delay_time_overrun,0.5,2022-07-10,https://observer.ug/business/linmart-connecting-businesses-to-free-online-market/,Linmart connecting businesses to free online market,The Observer
Wanguhu says he fears for the future if China will be the primary oil buyer from Kenya.,delay_time_overrun,0.5,2019-09-18,https://observer.ug/news/activists-want-details-on-kenya-oil-contract-with-chinese-firm/,Activists want details on Kenya oil contract with Chinese firm,The Observer
"“The challenge is that we have a significant amount of debt that has been accrued to China in the building of infrastructure around the SGR and so its significant when you see that if our oil is going to China then the risk falls that if we are unable to service our debts that we might get into an agreement that might not be suitable for the country,” said Wanguhu .",delay_time_overrun,0.5,2019-09-18,https://observer.ug/news/activists-want-details-on-kenya-oil-contract-with-chinese-firm/,Activists want details on Kenya oil contract with Chinese firm,The Observer
"Hellen Odegi, an oil and gas expert, says history does not favor Kenya when it comes to managing public resources.",delay_time_overrun,0.5,2019-09-18,https://observer.ug/news/activists-want-details-on-kenya-oil-contract-with-chinese-firm/,Activists want details on Kenya oil contract with Chinese firm,The Observer
He noted that the problem has been worsened by heavy Sino truck traffic transporting construction materials to Wakiso district.,delay_time_overrun,0.5,2025-06-20,https://observer.ug/news/four-pupils-hospitalised-after-police-fire-tear-gas-into-school-during-luwero-protests/,Four pupils hospitalised after police fire tear gas into school during Luwero protests,The Observer
"In recent years, Uganda has procured road construction and maintenance equipment such as motor graders, wheel loaders, excavators, bulldozers and backhoes and distributed them to district local governments across the country.",delay_time_overrun,0.5,2020-12-15,https://observer.ug/business/uganda-s-first-road-construction-training-college-set-up-in-luweero/,Uganda’s first road construction training college set up in Luweero,The Observer
"This came after it emerged that TotalEnergies, the lead investor in EACOP had signed a deal with China Petroleum Pipeline Engineering (CPP) to supply the pipeline and construction of the EACOP project.",delay_time_overrun,0.5,2023-10-16,https://observer.ug/news/stopeacop-activists-switch-anti-pipeline-campaign-to-chinese-banks/,#StopEACOP activists switch anti-pipeline campaign to Chinese banks,The Observer
The approach of relying solely on construction is insufficient.,delay_time_overrun,0.5,2025-07-23,https://observer.ug/viewpoint/rural-ugandans-bus-or-stranded-trailer-truck-to-sdg-6/,Rural Ugandans: Bus or stranded trailer truck to SDG 6?,The Observer
"Matia Kasaija, the Minister of Finance, Planning, and Economic Development has decried the delays caused by bureaucracy and inflexible of procurement laws saying that they have gone a long way in denying the country economies of scale on projects invested on, but don’t seem to kick off or end.",delay_time_overrun,0.5,2017-11-26,https://observer.ug/education/ippu-wants-powers-to-certify-professionals/,IPPU wants powers to certify professionals,The Observer
"Now, the miners have opposed the move and will not budge regardless of the lapsed deadline.",delay_time_overrun,0.5,2017-06-30,https://observer.ug/business/mubende-gold-row-museveni-petitioned-over-eviction-notice/,Mubende gold row: Museveni petitioned over eviction notice,The Observer
"This will greatly curb the cancer of double compensation, litigation and the general public animosity which tend to accompany the acquisition process, all resulting in costly delays.",delay_time_overrun,0.5,2017-09-29,https://observer.ug/viewpoint/proposed-land-acquisition-resettlement-policy-needs-to-be-realistic/,Proposed land acquisition & resettlement policy needs to be realistic,The Observer
MPs including Semujju Ibrahim Nganda and Asuman Basalirwa even wanted more money for this project claiming the poor and vulnerable were spamming their phones with messages asking for food.,delay_time_overrun,0.5,2020-06-24,https://observer.ug/viewpoint/in-the-new-covid-world-order-the-opposition-must-comply-and-power-will-act-as-it-pleases/,"In new Covid world order, opposition must comply and power will act as pleases",The Observer
Yet you say that government wants to protect poor customary landowners who are displaced by speculators who thereafter ask for high compensation and delay government projects.,delay_time_overrun,0.5,2017-01-04,https://observer.ug/viewpoint/proposed-land-amendments-do-not-favour-the-poor/,Proposed land amendments do not favour the poor,The Observer
"“With more electricity being generated through the support of Xsabo Group, a number of communities near this power plant will be able to do more business, because of the easier access to electricity,” Ssekandi said.",delay_time_overrun,0.5,2021-04-03,https://observer.ug/business/vp-ssekandi-commissions-xsabo-solar-power-plant-in-mubende/,VP Ssekandi commissions Xsabo solar power plant in Mubende,The Observer
"Notably, the Nkonge project, whose construction starts with immediate effect, is expected to be completed by December this year.",delay_time_overrun,0.5,2021-04-03,https://observer.ug/business/vp-ssekandi-commissions-xsabo-solar-power-plant-in-mubende/,VP Ssekandi commissions Xsabo solar power plant in Mubende,The Observer
"Bernard Okello, the general manager of Xsabo Group (Uganda office) told The Observer that the whole process of erecting this project, is to supplement the power from the main grid.",delay_time_overrun,0.5,2021-04-03,https://observer.ug/business/vp-ssekandi-commissions-xsabo-solar-power-plant-in-mubende/,VP Ssekandi commissions Xsabo solar power plant in Mubende,The Observer
"By the time all of them are constructed, they will be contributing 150 megawatts of power to the main grid.",delay_time_overrun,0.5,2021-04-03,https://observer.ug/business/vp-ssekandi-commissions-xsabo-solar-power-plant-in-mubende/,VP Ssekandi commissions Xsabo solar power plant in Mubende,The Observer
Muwanga says there are 138 COVID-19 patients currently admitted at the facility.,delay_time_overrun,0.5,2020-12-14,https://observer.ug/news/entebbe-hospital-welcomes-installation-of-oxygen-plant-as-covid-cases-surge/,Entebbe hospital welcomes installation of oxygen plant as COVID cases surge,The Observer
"However, COVID-19 patients in critical condition consume at least 15 litres of oxygen per minute, which is thrice the oxygen needed for non-COVID-19 critical patients.",delay_time_overrun,0.5,2020-12-14,https://observer.ug/news/entebbe-hospital-welcomes-installation-of-oxygen-plant-as-covid-cases-surge/,Entebbe hospital welcomes installation of oxygen plant as COVID cases surge,The Observer
"Muhammad Mubiru, the principal administrator Entebbe hospital, says the ministry and management are also discussing the required human resource for the oxygen plant, staff accommodation and operational costs and how it will serve nearby health facilities.",delay_time_overrun,0.5,2020-12-14,https://observer.ug/news/entebbe-hospital-welcomes-installation-of-oxygen-plant-as-covid-cases-surge/,Entebbe hospital welcomes installation of oxygen plant as COVID cases surge,The Observer
"According to the original plan of the stadium, it is expected to cost $47m (about Shs 175bn).",delay_time_overrun,0.5,2018-11-03,https://observer.ug/news/akii-bua-stadium-money-well-spent-ministry/,Shs 665m Akii-bua stadium money well spent – ministry,The Observer
"Investments from both government and private sources should then support things like paying rangers to stop poachers and human encroachment, creating infrastructure such as access roads, trails and visitors’ centers, among others.",delay_time_overrun,0.5,2021-07-06,https://observer.ug/viewpoint/your-mail-turn-schools-into-health-centres/,Your mail: Turn schools into health centres,The Observer
"Joan Kembabazi, the head of social justice and strategic litigation at CEFROHT, said the petition is not meant to be antagonistic but is part of broader civic efforts to promote equitable public policy.",delay_time_overrun,0.5,2025-06-15,https://observer.ug/education/govt-given-5-days-to-justify-failure-to-provide-school-meals/,Gov’t given 5 days to justify failure to provide school meals,The Observer
"“This is not adversarial litigation,” she said.",delay_time_overrun,0.5,2025-06-15,https://observer.ug/education/govt-given-5-days-to-justify-failure-to-provide-school-meals/,Gov’t given 5 days to justify failure to provide school meals,The Observer
"He is a rather reserved coach, and may not have the same demeanour, that Mutebi had, when he pushed his players to go on rampage against an Al-Ahly side in the Caf Champions League of 2018 at Namboole stadium.",delay_time_overrun,0.5,2023-11-08,https://observer.ug/sports/wounded-kcca-fc-in-vipers-striking-range/,Wounded KCCA FC in Vipers’ striking range,The Observer
"The short-term plans involve upgrading the running track, soccer pitch, dressing rooms and media facilities.",delay_time_overrun,0.5,2020-08-26,https://observer.ug/sports/govt-acquires-namboole-stadium-land-title-to-ward-off-encroachers/,Govt acquires Namboole stadium land title to ward off encroachers,The Observer
Ssempebwa assured road users flying the Gulu-Kampala highway that the contractor will expedite the installation of the expansion joints to enable traffic to resume after 3 weeks.,delay_time_overrun,0.5,2025-03-24,https://observer.ug/news/karuma-bridge-closed-again-for-repairs/,Karuma bridge closed again for repairs,The Observer
Ssempebwa said the rehabilitated bridge is still in good condition to be used by motorists but noted that the government is already considering the construction of an alternative bridge near the old bridge.,delay_time_overrun,0.5,2025-03-24,https://observer.ug/news/karuma-bridge-closed-again-for-repairs/,Karuma bridge closed again for repairs,The Observer
The government deferred the installation of the expansion joints twice this month to allow for the completion of repair works on the Masindi port ferries.,delay_time_overrun,0.5,2025-03-24,https://observer.ug/news/karuma-bridge-closed-again-for-repairs/,Karuma bridge closed again for repairs,The Observer
"In the meantime, the government has advised motorists to use alternative routes as the contractor engages in the installation of the expansion joints.",delay_time_overrun,0.5,2025-03-24,https://observer.ug/news/karuma-bridge-closed-again-for-repairs/,Karuma bridge closed again for repairs,The Observer
It is a collective voice of the Muslim world to ensure and safeguard their interests and it works with all parliaments of the member states.,delay_time_overrun,0.5,2021-10-24,https://observer.ug/news/clerk-to-parliament-director-of-clerks-in-standoff-over-breach-of-protocol/,"Clerk to parliament, director of clerks in standoff over breach of protocol",The Observer
"Reacting to a concern of all national referral hospitals being in Kampala, Bahatungire said in a few years, Mbale, Gulu and Mbarara will have national referral hospitals.",delay_time_overrun,0.5,2025-11-05,https://observer.ug/news/uganda-engages-eac-members-for-collective-health-procurement/,Uganda engages EAC members for collective health procurement,The Observer
"Currently, Uganda has five national referral hospitals; namely Mulago, Kawempe, Kiruddu, Butabika and Mulago Specialized Women and Neonatal hospital.",delay_time_overrun,0.5,2025-11-05,https://observer.ug/news/uganda-engages-eac-members-for-collective-health-procurement/,Uganda engages EAC members for collective health procurement,The Observer
They note that not much effort was put in the project after it was launched.,delay_time_overrun,0.5,2019-02-12,https://observer.ug/news/kadaga-s-karamoja-tree-project-dries-up/,Kadaga’s Karamoja tree project dries up,The Observer
"I was neither consulted nor involved in that tree planting project”, he said on phone.",delay_time_overrun,0.5,2019-02-12,https://observer.ug/news/kadaga-s-karamoja-tree-project-dries-up/,Kadaga’s Karamoja tree project dries up,The Observer
A statement from the IFC noted: “This extension in tenor will reduce BEL’s annual debt servicing payments and make it possible for the company to reduce the cost of electricity produced by the hydropower plant over the next five years.,delay_time_overrun,0.5,2018-09-28,https://observer.ug/business/bujagali-refinancing-reduces-cost-of-power-for-extra-large-industries/,Bujagali refinancing reduces cost of power for extra-large industries,The Observer
"The refinancing of the Bujagali power dam also partly contributed towards the completion of a deal in which SN Power, a Norwegian company, bought SG Bujagali Holdings’ stake in the power dam.",delay_time_overrun,0.5,2018-09-28,https://observer.ug/business/bujagali-refinancing-reduces-cost-of-power-for-extra-large-industries/,Bujagali refinancing reduces cost of power for extra-large industries,The Observer
"“The investment by SN Power follows the project’s successful refinancing with its lenders – including development finance institutions such as the International Finance Corporation and African Development Bank – which reduced Bujagali Energy Limited’s annual debt-servicing payments, lowering the tariff of electricity produced by the hydropower plant,” the company said in a statement.",delay_time_overrun,0.5,2018-09-28,https://observer.ug/business/bujagali-refinancing-reduces-cost-of-power-for-extra-large-industries/,Bujagali refinancing reduces cost of power for extra-large industries,The Observer
"Speaking during the signing of the loan financing agreement at the finance ministry headquarters recently, Kasaija said that power generated from Muzizi will be fed into the national grid via the proposed Hoima Fort portal-Nkenda 220 kilo volts (kV) transmission line.",delay_time_overrun,0.5,2016-12-16,https://observer.ug/business/govt-receives-shs-340bn-for-45-mw-muzizi-power-project/,Govt receives Shs 340bn for 45 MW Muzizi power project,The Observer
"The second edition of the 40-days 40-FinTech project is expected to end on August 26, 2021.",delay_time_overrun,0.5,2021-07-13,https://observer.ug/business/xente-facilitating-digital-payments-manage-business-expenses/,"Xente facilitating digital payments, manage business expenses",The Observer
"Gulu City which has a population of 149,802 is among the new cities with growing energy demands, where Umeme has embarked on several interventions, including the upgrade of a substation and doubling its capacity as well as evacuating new electricity sources to power the city.",delay_time_overrun,0.5,2021-03-02,https://observer.ug/viewpoint/northern-uganda-will-get-reliable-power-supply-soon/,Northern Uganda will get reliable power supply soon,The Observer
His motorcade took the wrong side of the road near a railway crossing.,delay_time_overrun,0.5,2017-07-21,https://observer.ug/viewpoint/we-now-use-highways-at-the-mercy-of-vips/,We now use highways at the mercy of VIPs,The Observer
"“The Covid-19 lockdown caught many of us unprepared because it was unprecedented,” he says.",delay_time_overrun,0.5,2020-06-30,https://observer.ug/lifestyle-entertainment/namirembe-choir-modifies-worship-to-bridge-gap-of-church-lockdown/,Namirembe choir modifies worship to bridge gap of church lockdown,The Observer
"For instance, due to the standard operating procedures to combat Covid-19, the number of choristers is limited.",delay_time_overrun,0.5,2020-06-30,https://observer.ug/lifestyle-entertainment/namirembe-choir-modifies-worship-to-bridge-gap-of-church-lockdown/,Namirembe choir modifies worship to bridge gap of church lockdown,The Observer
"Frank Mugisha, the project coordinator of Gada Engineering Company, the firm undertaking the construction of Oulanyah’s mansion however notes that the progress of the work was at 70 per cent but that Oulanyah’s death has greatly affected the construction works.",delay_time_overrun,0.5,2022-03-28,https://observer.ug/news/updf-starts-works-on-oulanyah-s-unfinished-village-mansion/,UPDF starts works on Oulanyah’s unfinished village mansion,The Observer
"The skills gained from this initiative cover Level One Project principles, Instant and Inclusive Payment Systems (IIPS), inclusive finance and tintech in general. inarticle} inarticle}",delay_time_overrun,0.5,2022-07-21,https://observer.ug/business/how-cellulant-captured-80-market-share-to-provide-payment-solutions-for-airlines-in-africa/,How Cellulant captured 80% market share to provide payment solutions for airlines in Africa,The Observer
"Appearing before the parliamentary committee on Commissions, Statutory Authorities and State Enterprises (Cosase) on Tuesday, Francis Atoke, the solicitor general; Harriet Lwabi, director of legislative drafting; and Christopher Gashirabake, the director of legal advisory services, boasted of the extra duties and time they devoted towards the case.",delay_time_overrun,0.5,2017-02-17,https://observer.ug/news/oil-bonanza-probe-officials-claim-they-worked-long-hours-have-special-skills/,"Oil bonanza probe: officials claim they worked long hours, have ‘special’ skills",The Observer
"“In my entire life at the justice ministry, I have not participated in an international arbitration that spanned a duration of four years…this assignment was beyond my normal scope of duties and took a disproportionate amount of time and we would work extra hours over the weekend to ensure that we had timely responses to external legal counsel when they were due,” Lwabi said.",delay_time_overrun,0.5,2017-02-17,https://observer.ug/news/oil-bonanza-probe-officials-claim-they-worked-long-hours-have-special-skills/,"Oil bonanza probe: officials claim they worked long hours, have ‘special’ skills",The Observer
"We normally get Shs 30.5bn to maintain our roads in the city, which is also not enough, but we got a cut of Shs 8bn in 2019 and matters were not helped by the heavy rains that have battered the roads.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"The good thing is that KCCA is a respected brand and many development partners want to work with us such as World Bank, JICA, Africa Development Bank, Bill and Melinda Gates and many others.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
But all is not doom about the rains because they have exposed the urgency and necessity to redevelop some roads under the Kampala City Roads Rehabilitation Project which is valued at $288m due to be funded by the Africa Development Bank.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
It is going to see 67 kilometres of roads such as Seventh street and Six street in Industrial area done.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"So, if government agrees to take up this loan, it will make significant change in the city.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
There were some really bad roads and we set a six-month programme that repaired Binaisa road in Mulago.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"All of them should be completed by September next year, weather permitting.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
Then we also have the drainage project from Bwaise to Lubigi that is going to be widened to allow water to move faster.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"So, in 2020 we are going to be very busy.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"In other words, if we see there is a pile-up somewhere, it will be easy to adjust the green time and the vehicles move.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"The new act introduces more checks and balances and this is good for the institution, especially the introduction of the position of KCCA speaker.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
Our plans go through a lot of scrutiny before approval from the city’s physical planning committee but I cannot rule out people flouting these rules during implementation.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"For instance, we may approve a plan which has an underground parking and then you find someone changes that into shops during construction.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
Believe me this is not just about talk.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"The difference this time is all the key stakeholders are speaking the same language…ministry of Works and Transport is spearheading this, the administrative units outside Kampala such as Mukono and Wakiso are on board…Even the taxi operators have realised it is no longer viable to work in the city centre.",delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
We expect this to start in September and the traffic jam will be no more.,delay_time_overrun,0.5,2020-01-03,https://observer.ug/news/kitaka-s-2020-master-plan-for-kampala-infrastructure/,Kitaka’s 2020 master plan for Kampala infrastructure,The Observer
"“We are still working around financing the project and we hope it will be sorted in the coming weeks,” he said.",delay_time_overrun,0.5,2017-03-06,https://observer.ug/news/govt-in-advanced-stage-to-develop-new-international-airport/,Govt in advanced stage to develop new international airport,The Observer
"In 2021/2022, over 50,000 cases remained unresolved.",delay_time_overrun,0.5,2025-08-01,https://observer.ug/viewpoint/rethinking-justice-through-alternative-dispute-resolution/,Rethinking justice through Alternative Dispute Resolution,The Observer
The mangoes stopped falling.,delay_time_overrun,0.5,2025-08-01,https://observer.ug/viewpoint/rethinking-justice-through-alternative-dispute-resolution/,Rethinking justice through Alternative Dispute Resolution,The Observer
Their children played together for the first time.,delay_time_overrun,0.5,2025-08-01,https://observer.ug/viewpoint/rethinking-justice-through-alternative-dispute-resolution/,Rethinking justice through Alternative Dispute Resolution,The Observer
"These numbers remind us that when people are trusted to lead their own justice, they do not just resolve disputes, they reclaim power, dignity, and peace on their own terms.",delay_time_overrun,0.5,2025-08-01,https://observer.ug/viewpoint/rethinking-justice-through-alternative-dispute-resolution/,Rethinking justice through Alternative Dispute Resolution,The Observer
"Secondly, by using ADR to resolve disputes, bonds are rebuilt, not broken.",delay_time_overrun,0.5,2025-08-01,https://observer.ug/viewpoint/rethinking-justice-through-alternative-dispute-resolution/,Rethinking justice through Alternative Dispute Resolution,The Observer
"High court registrar Immaculate Businge said, “Access to justice is a human right and a crucial one since the enforcement of all other human rights depends on it.” During the launch of the report, Assistant Commissioner for Prisons Robert Munanura said when courts delay cases and remand suspects, it adds pressure on the prisons service and worsens existing congestion.",delay_time_overrun,0.5,2017-10-25,https://observer.ug/news/for-poor-people-justice-is-denied-or-delayed-says-report/,"For poor people, justice is denied or delayed, says report",The Observer
Consolidated Africa Resources undertook research and pointed out that it estimated the Orom graphite project to hold about 96 million tonnes of graphite.,delay_time_overrun,0.5,2020-01-13,https://observer.ug/business/uk-investor-takes-over-orom-graphite-project/,UK investor takes over Orom graphite project,The Observer
"The committee is still examining the engineering audit of this road, in regard to the design, costs and whether the overall project objectives are to be achieved,” he said.",delay_time_overrun,0.5,2016-12-30,https://observer.ug/news/mps-expose-rot-in-roads-authority/,MPs expose rot in roads authority,The Observer
"“The customers will experience an improvement in supply,” Job Watti, Umeme’s projects investment manager, said according to an April 10, 2023 press statement.",delay_time_overrun,0.5,2023-04-12,https://observer.ug/business/shs-4-billion-electricity-project-goes-live/,Shs 4 billion electricity project goes live,The Observer
Watti said the substation will now be receiving power from either the Uganda Electricity Transmission Company Limited (UETCL) Luzira Industrial Park substation or the UETCL Lugogo substation.,delay_time_overrun,0.5,2023-04-12,https://observer.ug/business/shs-4-billion-electricity-project-goes-live/,Shs 4 billion electricity project goes live,The Observer
"Now that many developers have invested heavily in power generation projects, and in the process increasing Uganda’s installed power generation capacity to 1,400 megawatts, it is important to increase connections and provide reliable power.",delay_time_overrun,0.5,2023-04-12,https://observer.ug/business/shs-4-billion-electricity-project-goes-live/,Shs 4 billion electricity project goes live,The Observer
"Political dissent has been suppressed and the country’s oil wealth has remained in the hands of an elite few, watchdogs claim.",delay_time_overrun,0.5,2023-01-07,https://observer.ug/news/spain-investigates-equatorial-guinea-president-s-son-for-kidnapping/,Spain investigates Equatorial Guinea president’s son for kidnapping,The Observer
