sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_005669,The Observer,2024-10-19,Amuria district officials decline to commission school over shoddy works,"Moses Emabu, LC V chairperson of Amuria, stated that district officials had been monitoring the construction and had previously informed the contractor about defects.",,,,
OBS_GS_023398,The Observer,2019-01-25,Tanzanian delegation in Uganda for oil pipeline negotiations,"The agreement provided the foundation for other project agreements, like the host government agreements, shareholders’ agreements and financing agreements, which have since not been signed.",,,,
OBS_GS_019616,The Observer,2025-05-28,KCCA needs at least Shs 400bn annually to create meaningful impact (Part I),"One may wonder, in 2021, I was in office when KCCA did receive a $288 million loan spread over a five-year time frame for the roads rehabilitation project.",,,,
OBS_GS_004234,The Observer,2018-01-04,Makerere sets up committee to study Visitation Committee report,"In its report, the committee that was led by Dr Abel Rwendeire [RIP] discovered several bleaches and mismanagement in Uganda’s premier university.",,,,
OBS_GS_004060,The Observer,2025-03-05,$21m BoU fraud: report reveals shocking details,"Ltd, Tokyo, under the description: “Payment for recycling plant systems and machinery.” According to the auditor general’s report, the same EFT number that was originally linked to a loan repayment had been manipulated to pay a fraudulent company in Tokyo.",,,,
OBS_GS_014443,The Observer,2023-10-10,KCCA should expedite the completion of its stadium,"When government recently handed the construction of the complex to a Turkish company, it was agreed that the facility would be ready in 18 months.",,,,
OBS_GS_017843,The Observer,2023-01-22,"Extortion: Aviation official arrested, others suspended at Entebbe airport","General Kasita Gowa, director of Immigration said that some of the social media posts were informative and helpful for the correction and discipline of errant staff but others were just sensational.",,,,
OBS_GS_017228,The Observer,2021-11-08,Govt ends Shs 11bn contract with Roko to construct hotel training institute,"Roko was contracted to construct the Shs 11 billion two-floor expansion building in April 2018, and was expected to hand over the complete project in 2019.",,,,
OBS_GS_000823,The Observer,2017-01-11,"DRC interested in Uganda, TZ crude pipeline","It will be done by Gulf Interstate Engineering from Houston, Texas, USA.",,,,
OBS_GS_005213,The Observer,2021-07-15,"UPDF takeover of govt development projects illegal, misguided",Consideration has to be had to rules of development aid partners who have heavily funded the construction industry.,,,,
OBS_GS_020683,The Observer,2024-09-04,Why court withheld Shs 21 billion pay to Eswatini contractor,"In this case, whereas the Kabuyanda contract was for Shs 84bn, the subcontract with Plinth was for Shs 60bn.",,,,
OBS_GS_009984,The Observer,2025-09-10,Does Kampala need an engineer or lawyer? Here’s my perspective as a contractor,"STRIKING THE BALANCE The truth is, a great city needs both legal acumen and technical expertise.",,,,
OBS_GS_008436,The Observer,2022-01-18,MPs reject govt request for Shs 256bn to buy out Umeme,He added that the previous parliament had already recommended the termination of Umeme’s contract because they did not meet the concession terms and conditions.,,,,
OBS_GS_009391,The Observer,2020-07-29,How new KCCA leadershhip can deliver Kampala to Promised Land,"Government has over the years also invested substantially in Luyimbazi’s specialization by funding him to attend numerous professional development courses in contract management, public private partnerships, innovative project financing, etc.",,,,
OBS_GS_006443,The Observer,2023-04-19,The impact of workers’ compensation insurance on employee morale,The writer is the Bancassurance manager at Liberty General Insurance Uganda Limited inarticle} inarticle},,,,
OBS_GS_015766,The Observer,2022-04-29,Corruption: Kamya insists on lifestyle audit despite Museveni warning,"Half of this money is lost during procurement processes, under declaration of tax and utility costs among others.",,,,
OBS_GS_001859,The Observer,2025-10-07,"Oral contracts are legally binding, High court rules","He further contended that the law prohibits enforcement of oral loan agreements exceeding 25 currency points (Shs 500,000), insisting instead that Mohanpal owed him Shs 280 million in unpaid professional fees.",,,,
OBS_GS_003723,The Observer,2020-09-20,"Full speech: Museveni reopens airport, schools for candidates",Let the enemy first go away before the children are involved in this congregating (okwerundaana). a.,,,,
OBS_GS_024124,The Observer,2019-01-30,How Nile Bridge was bungled up,This DLP also serves a purpose of providing proof of good workmanship especially if little to no defects have to be corrected.,,,,
OBS_GS_001071,The Observer,2020-08-12,Umeme invests Shs 56bn in Mbale city electricity network,"According to Eng Job Watti, the Umeme project engineer, this project is scheduled for completion by August 31, 2020.",,,,
OBS_GS_002373,The Observer,2025-11-05,Tainted victory: Shame on President Samia Hassan for betraying Suluhu for electoral fraud,The social contract between the governed and the governor in Tanzania has been shattered.,,,,
OBS_GS_020416,The Observer,2019-08-25,"NRM, Mike Mukula fail to pay Namboole stadium Shs 1.1bn",The company has repositioned itself.,,,,
OBS_GS_017601,The Observer,2022-03-10,MP Zaake guilty of indiscipline – rules committee,"On the allegations of breach of privilege, Katuntu said that the committee finds no merit in the complaint.",,,,
OBS_GS_022383,The Observer,2019-05-29,Lubowa hospital funds reported missing,He asked parliament to monitor and evaluate the hospital project step by step and review Eng Francis Wakabi whose contract is still running despite a recommendation for its termination.,,,,
OBS_GS_018638,The Observer,2025-05-02,Weight of abandoned hope crushes one-time drug harm reduction hero,There’s no one.” THE DAY IT ALL FELL SILENT The collapse began quietly—an email with no warning.,,,,
OBS_GS_007588,The Observer,2021-12-14,Parliament approves Pipeline Bill which reserves certain oil jobs for Ugandans,Among commended MPs and the opposition leadership in parliament for standing out during the consideration of the bill.,,,,
OBS_GS_013568,The Observer,2025-01-01,Infrastructure projects to look out for in 2025,This electricity will be evacuated from the newly- commissioned Karuma hydropower project.,,,,
OBS_GS_002640,The Observer,2021-03-31,Management fight rocks SGS vehicle inspection project,It is still unclear whether SGS would be persuaded to rescind its termination to resume the programme.,,,,
OBS_GS_007943,The Observer,2024-12-04,Stalled World Bank project puts contractor on the spot,"This process continued until September, 2024 when Inyatsi notified the ministry of the termination of the contract.",,,,
OBS_GS_014014,The Observer,2021-09-20,Angry PM Nabbanja terminates Shs 1.8bn Kyegegwa road contract,"On the issue of shoddy works, he said according to the bills of quantities the carriageway of the road is supposed to be 4.5 meters, while the width is 7 meters, which the district officials are against.",,,,
OBS_GS_017550,The Observer,2023-07-03,Uganda oil refinery project hits another snag as framework agreement expires,It appears that the five-year negotiation around the refinery has not yielded tangible results despite certain waivers granted by President Yoweri Museveni as sweeteners to the investors.,,,,
OBS_GS_022318,The Observer,2021-11-15,"Outrage in Kabale as Rwandans grab Ugandan land, plant trees",They have planted eucalyptus trees.” said Twesigye.,,,,
OBS_GS_009555,The Observer,2025-01-21,Procurement as a strategic function unlocks its full value,"In the past, the procurement department was ‘just an office’ in most companies.",,,,
OBS_GS_008666,The Observer,2017-01-21,Tumukunde halts reconstruction of Kabaka’s palace,“We came here and we have since resolved that the construction site be halted for the time being.,,,,
OBS_GS_014720,The Observer,2024-02-07,The fight to save Njeru stock farm from encroachers,At the summit of the the stock farm lies a UPDF artillery detach that is charged with securing the Nile bridge.,,,,
OBS_GS_022143,The Observer,2018-09-04,KCCA pays Shs 30m in player compensation,"Hence, he sought legal redress at Muwema and Company Advocates late in 2016 upon returning to his former club, Maroons FC.",,,,
OBS_GS_007948,The Observer,2024-12-04,Stalled World Bank project puts contractor on the spot,"Incidentally, Inyatsi received advance payment of Shs 17bn from the ministry in April, 2023 whose utilisation has remained unconvincing to the ministry.",,,,
OBS_GS_005310,The Observer,2025-04-27,How Mengo SS’ mega projects are raising bar in education standards,"We may not have it now but we believe we shall be able to put up this project in the record time of three years, which explains why you and I are here,” he said.",,,,
OBS_GS_019854,The Observer,2020-09-16,"Isimba dam Chinese contractor, govt in $42m payment dispute","Madam speaker, the $28 million is being withheld in so many defects.",,,,
OBS_GS_007819,The Observer,2018-05-03,AG gives green light to SGS vehicle inspection contract,The report also called for investigations into the matter of tax evasion and involvement in fraudulent activities by the company.,,,,
OBS_GS_014168,The Observer,2025-04-28,How Kabale district officials plotted to loot billions in project funds,Asiimwe also stated that Atuhaire was not dismissed but reassigned to handle technical work due to a heavy workload.,,,,
OBS_GS_003601,The Observer,2017-01-11,"KCCA runs out of cash, fails to pay salaries, collect garbage","In addition, electricity bills of Shs 739.8 million remain unpaid and Umeme has notified us of their intention to disconnect our office premises and street lights in the city,” Musisi’s 10-page letter reads in part.",,,,
OBS_GS_015966,The Observer,2025-03-31,Umeme shares trading suspended for two weeks over transition,Assurances that they would benefit from the government buyout (compensation for the Investments made by the company but not yet recouped at the time of the end of the concession) were not enough to calm the fears.,,,,
OBS_GS_023521,The Observer,2023-10-17,KCCA face Kitara in tricky match,This coincided with the club’s decision not to renew the contract of former goalkeeper Benjamin Ochan.,,,,
OBS_GS_004671,The Observer,2020-09-16,Denmark boosts Entebbe airport’s reopening efforts,"It provides operational equipment for screening, laboratory operations, supplies and management of strategic information on population mobility and risk communication.",,,,
OBS_GS_015078,The Observer,2017-04-25,Makerere suspends procurement officers over fraud,It is alleged that Etuusa fraudlently contracted Exxon Contractors Limited to provide phone custody services to graduands and their parents.,,,,
OBS_GS_013451,The Observer,2025-01-19,"Mpigi expressway audit reveals mismanagement, overspending","Consequently, by May 2024, the original contract funds for civil works were fully depleted, and, the OAG says that by then, physical progress was at only 40.86 per cent.",,,,
OBS_GS_014756,The Observer,2023-01-20,"Entebbe airport: UCAA apologises for extortion allegations, pledges enhanced supervision","But usually, a traveller weighing between losing money for another air ticket, and also getting late for the scheduled business, chooses to pay the bribe and save themselves the bigger bother.",,,,
OBS_GS_016658,The Observer,2023-05-09,Govt moves to borrow Shs 852bn loan to rehabilitate Kampala-Malaba railway,"Amos Lugoloobi, the state minister for Finance and Planning said the new loan offer from ADB and the Corporate Internationalization Fund of Spain also comes with a Shs 221 billion grant.",,,,
OBS_GS_015410,The Observer,2020-07-10,‘Oil production delay has been beneficial’,"However, since parliament has never allocated money to this investment reserve fund, there is no report to make as yet, he elaborated.",,,,
OBS_GS_017769,The Observer,2024-05-10,UPDF takes over construction of Gulu University Constituent College in Moroto,"Openjuru said that they are looking forward to strengthening education in the Karamoja sub-region and cutting the costs of learners travelling long distances to access higher education. ‘’I want to thank the leadership of the region, security, and all stakeholders for the support and consideration exhibited to this far towards the realization of the strategic plan,’’ Openjuru said.",,,,
OBS_GS_010339,The Observer,2017-08-09,"Oil refinery, pipeline deals set to transform regional outlook","Heavey’s departure from the most influential position in Tullow Oil could represent a change in the company’s strategy, especially in markets such as Uganda’s.",,,,
OBS_GS_012744,The Observer,2017-02-27,New cost of Jinja Nile bridge questionable,I was also shocked that it cost the government of Egypt only $196 million (Shs 698 billion) to construct the 3.9km Suez Canal bridge which links Egypt to Eurasia.,,,,
OBS_GS_010780,The Observer,2022-02-15,Gulu archdiocese offers 16 acres of land for construction Gen Lokech stadium,"He says the stadium’s name is attractive, because Lokech was loved, and popular because of his peace building assignments in other countries.",,,,
OBS_GS_001375,The Observer,2017-04-24,UCU launches Shs 1.7bn on-campus roads project,"David Mugawe, the deputy vice chancellor, Development and External Relations, also the project’s focal person, told The Observer that the project has undergone the required preliminary stages.",,,,
OBS_GS_005834,The Observer,2021-07-25,Company awarded 10-year digital tracking contract facing bankruptcy in Russia,Global Security is facing other debt litigations in Russia.,,,,
OBS_GS_009537,The Observer,2025-01-21,Procurement as a strategic function unlocks its full value,"For instance, the decision to procure software for a given department will start with consultation with the relevant team to ensure it aligns with the company’s strategic objectives.",,,,
OBS_GS_013148,The Observer,2025-11-12,How bungled Shs 86bn project caused sacking of Eswatini consul to Uganda,"“There was a verbal agreement for a $4m payment to Plinth to settle the matter,” a person briefed on the discussions confirmed.",,,,
OBS_GS_021678,The Observer,2022-02-21,Works minister admits blunders in Entebbe Airport expansion contract,Then there were general items that were paid; $5.1 million.,,,,
OBS_GS_016757,The Observer,2022-10-07,Nigeria discovers huge hidden underwater pipeline used for stealing oil,It means that somebody has not been responsible and somebody needs to begin to take responsibility.,,,,
OBS_GS_004445,The Observer,2022-02-19,"Minister Mayanja, AG Kiryowa collide over Shs 28bn compensation","However, sources within the Attorney General’s say this has not gone down well with Kiryowa and there is growing tension over the matter.",,,,
OBS_GS_006491,The Observer,2025-07-16,"“Justice delayed, drama delivered: Inside Uganda’s week in court”","IN UGANDA, LABOUR JUSTICE FINDS A VOICE On July 7, Uganda’s Labour Industrial Court of Uganda delivered a quiet but firm victory to John Oringo, an agricultural machinery operator who took his employer, Dede Farming Tractors Uganda Ltd, to court over unpaid wages and a disputed employment contract.",,,,
OBS_GS_011004,The Observer,2021-03-17,What can we learn from mismanagement of Covid-19 funds?,"When the people trusted the government, they stayed home and even donated food or their meager salaries to the Covid-19 response (local cash donations amounted to Shs 11.6 billion).",,,,
OBS_GS_000745,The Observer,2017-01-27,Being a professor doesn’t mean one can lead – Makerere probe team told,"Dr Abel Rwendeire, the chairman of Makerere’s visitation committee, which is inquiring into the university’s perennial problems, has been urged to look into mismanagement rather than focus on lack of funds as the source of its problems.",,,,
OBS_GS_017353,The Observer,2023-01-24,Does Uganda need Standard Gauge Railway now?,"In 2015, former permanent secretary, ministry of Works — Charles Muganzi blew the whistle on an alleged $1 million bribe paid to sixteen government officials and technocrats to influence the awarding of a contract to Chinese companies for the construction of the SGR.",,,,
OBS_GS_024160,The Observer,2024-05-30,Mbarara city closes damaged Katete bridge,"Hillary Mugisha, the city engineer says considering distress levels on the bridge, they have decided to physically close it for all motorized traffic.",,,,
OBS_GS_000561,The Observer,2022-12-19,"Road accidents claim 163 lives, injured 573 others in 12 days","“We have told them to be peaceful, to respect one another on roads and ensure they don’t cause any chaos.",,,,
OBS_GS_005743,The Observer,2024-08-21,Katabi landfill overwhelmed: residents flee huge stench,"While there is an agreement that expires on August 19, 2024, discussions with Entebbe municipality are ongoing to explore the possibility of continuing waste disposal at Katabi.” Muhumuza also highlighted KCCA’s strategic decision to establish a recycling plant.",,,,
OBS_GS_021363,The Observer,2021-06-23,Education officials charged over soliciting Shs 228 bribe from contractor,"The suspects denied the charges and through their lawyers led by Richard Rugambwa, asked to be released on bail on grounds that the charges were bailable.",,,,
OBS_GS_001460,The Observer,2024-07-31,USA: How corruption is destroying Uganda,"“The accounting officers are the guardians of government money, procurement, and personnel ( jobs, welfare).",,,,
OBS_GS_006642,The Observer,2018-08-17,KCCA closes Jibu water factory over poor hygiene,"Dr Okello says that the factories were unhygienic and do not meet the standard manufacturing procedures, putting the consumers of the water at risk.",,,,
OBS_GS_006888,The Observer,2017-07-10,Illegal schools reluctant to register their learners,"In March this year, the education ministry closed at least 1,308 substandard nursery, primary and secondary schools and vocational training institutes in 33 districts.",,,,
OBS_GS_006850,The Observer,2022-06-06,Encroachers take over Koboko airfield after years of neglect,"Samuel Wonekha, the upcountry airport manager in UCCA said that the district leadership is responsible for the mismanagement of the airfield since they are mandated to secure and maintain the facility.",,,,
OBS_GS_015262,The Observer,2017-04-13,Putting Kiruddu hospital deaths into context,It is the only floor in the hospital with an operation theatre and Kabugo said the rest of the theatres will fully function after the completion of Mulago.,,,,
OBS_GS_017340,The Observer,2023-01-24,Does Uganda need Standard Gauge Railway now?,"This is defective because in spite of the fact that the eastern part of DRC has got copious amounts of gold, tin, tungsten; it is extremely risky because of the heavy rebel presence according to the Conflict and Political Violence Index 2014.",,,,
OBS_GS_002460,The Observer,2020-01-03,Kitaka’s 2020 master plan for Kampala infrastructure,I know people normally believe when they see something but I can assure you all this is going to happen and people should have hope and assurance things are improving.,,,,
OBS_GS_021021,The Observer,2020-03-04,"First son reignites ‘Muhoozi Project’ talk, calls it a blessing","In July last year, In July last year, Joseph Kabuleta, a journalist-turned preacher was arrested after he authored several stinging criticisms against the government and the first family – particularly targeting Muhoozi, saying he was ‘unsellable’ and that Ugandans won’t be duped into accepting him for leadership.",,,,
OBS_GS_010901,The Observer,2017-03-13,Troubled Isimba dam will miss 2018 launch deadline,"That is a key fundamental breach of the contractor,” Gilbert John Kimanzi, one of the board members at UEGCL, said during the meeting with the Chinese and the different supervisors of the dam.",,,,
OBS_GS_018212,The Observer,2021-11-10,"Procurement of Arua airfield trolleys, chairs, chain link fence was competitive",The cost is very competitive and not exorbitant as may have been insinuated in certain circles.,,,,
OBS_GS_021112,The Observer,2024-07-17,"Ugandans negative about govt, can ‘simple branding’ fix the works?","The Internal Affairs minister Kahinda Otafiire, a bush war historical and ruling party honcho, did not stutter when he admonished leaders for conflating calls for accountability with hate speech.",,,,
OBS_GS_015080,The Observer,2017-04-25,Makerere suspends procurement officers over fraud,"In an email communication to staff seen by URN, Charles Barugahare, the university secretary, says following Etuusa’s suspension the vice chancellor instituted an investigation committee over the same matter.",,,,
OBS_GS_008242,The Observer,2017-03-17,Jinja road accident: the last moments of victim revealed,Shimiyu started his career in 2003 as the project director of Bushikori child development centre in Mbale.,,,,
OBS_GS_008048,The Observer,2025-12-02,"Uganda, Kenya to align SGR Railway standards",Uganda and Kenya have reached an agreement on the key technical standards and policy positions for the construction of the Standard Gauge Railway from Mombasa to Kampala.,,,,
OBS_GS_014130,The Observer,2024-08-29,Ruth Nankabirwa says oil pipeline financial closure due soon,Nankabirwa said construction of the thermal insulation plant in Nzega district in Tanzania was completed and commissioned.,,,,
OBS_GS_023748,The Observer,2025-08-04,Ugandans lose hope in corruption fight – Twaweza report,"Anita, who critics say is often shielded from legal liability by President Yoweri Museveni is also accused of benefiting from procurement abuses and misusing substantial parliamentary resources.",,,,
OBS_GS_000271,The Observer,2018-05-21,A dream project saving girls from sexual trouble,"I spend all my time on my work and no longer depend on men,” she says.",,,,
OBS_GS_016495,The Observer,2022-06-21,Daily Monitor’s appeal against Bigirimana’s Shs 450m compensation adjourned to Sept,"In December last year, High court justice Musa Ssekaana ruled in favour of Bigirimana and ordered Daily Monitor to pay Bigirimana Shs 450 million in damages as well as publish four apologies with equal publicity as the disputed defamatory publications within two weeks.",,,,
OBS_GS_008057,The Observer,2025-12-02,"Uganda, Kenya to align SGR Railway standards",Land acquisition and compensation which was one of the biggest challenges for the project has now been completed in nine out of 12 districts along the railway corridor.,,,,
OBS_GS_014996,The Observer,2019-03-29,Bahati denies benefitting from South Sudan compensation,Accusations against Bahati’s involvement in the compensation process date back to 2016 when a section of traders accused him of using his position to lobby for the compensation of certain companies and individuals.,,,,
OBS_GS_012925,The Observer,2025-02-28,Power tariffs: Will Umeme’s exit usher in cheaper power?,Considering that the construction period of these power projects takes more than five years – for Karuma it was 10 years before the plant was commissioned – developers have a short period to sell electricity and repay their loans.,,,,
OBS_GS_017499,The Observer,2019-04-03,"Nile bridge fails again, what next?","A source at UNRA who preferred anonymity told us that Prism Construction Company procured initially substandard machinery to do the job, leading to a six-month delay until they shipped in advanced equipment from Germany.",,,,
OBS_GS_002091,The Observer,2021-07-06,Your mail: Turn schools into health centres,"Parliament has passed more than Shs 4 trillion for Covid-19 response and management and yet we hear medics crying for unpaid allowances and lack of personal protection equipments, insufficient oxygen, and exorbitant testing fees.",,,,
OBS_GS_010503,The Observer,2024-07-17,Lawyers probed over billions for cooperative compensation,"“The intended purpose of the lawsuit was to compel them to sign a resolution reinstating him as the Teso Cooperative Union lawyer, among others, in charge of receiving war loss compensation money on their behalf.",,,,
OBS_GS_017436,The Observer,2023-09-08,"Health trainers call for localized curricula, better learning infrastructure","The principal of Uganda Institute of Allied Health and Management Science -Mulago, Rose Nassali, was awarded the best principal of Allied Health Training Institutions.",,,,
OBS_GS_020136,The Observer,2023-10-31,‘We are open for business’ – Uganda team lobbies energy investors,"On top of its participating interest in the EACOP, the Tilenga and Kingfisher projects, UNOC is also developing petroleum storage facilities as part of the oil refinery project.",,,,
OBS_GS_023177,The Observer,2017-06-26,Kadaga chides government over Islamic banking delay,Speaker of Parliament Rebecca Kadaga has questioned government’s commitment towards rolling out Islamic Banking after a series of delays.,,,,
OBS_GS_015506,The Observer,2025-02-25,Leveraging AI for energy optimisation and equitable access in Africa,"However, overcoming infrastructure, regulatory, and cybersecurity barriers will require concerted efforts from governments, private sector players, and international partners.",,,,
OBS_GS_009056,The Observer,2024-01-03,Investigation begins into deadly plane collision at Tokyo airport,Airbus said it was sending specialists to assist in the investigation.,,,,
OBS_GS_009924,The Observer,2017-07-01,World Cup tickets: FIFA step up probe against Uganda,"He accused Magogo for violation and breach of the FIFA statures, code of ethics and disciplinary code.",,,,
OBS_GS_023604,The Observer,2018-10-24,Why Ugandans shouldn’t celebrate Museveni’s infrastructure,These distances would cover Kampala – Gulu highway.,,,,
OBS_GS_002399,The Observer,2020-06-15,Parliament to spend Shs 568m on MPs’ medical insurance,"Bidding will be conducted per the open domestic bidding procedures contained in the Public Procurement and Disposal of Public Assets Act, 2003,” reads part of the invitation to bidders signed by Simon Kwatta, parliament’s procurement officer.",,,,
OBS_GS_021699,The Observer,2018-12-14,Cosase: GTB directors seek Shs 315bn compensation,The committee is currently investigating circumstances under which the central bank closed and sold seven commercial banks between 1993 and 2016 as highlighted in the 2017 forensic audit report by the auditor general.,,,,
OBS_GS_000502,The Observer,2023-08-19,MPs call for urgent reforms at plagued Shs 35bn silkworm project,Masiga said the project would have created many jobs and that the delayed release of funds saw the project fail to pay casual workers and contractors.,,,,
OBS_GS_001883,The Observer,2017-11-26,IPPU wants powers to certify professionals,"David Kalitani, IPPU’s executive secretary noted that the lack of supervision of practitioners and students had resulted into flawed procurement, loss of public funds, poor service delivery and breeds impunity.",,,,
OBS_GS_013035,The Observer,2024-04-20,World Cup: Fufa pleads with Caf over Namboole stadium,Minister Ogwang attributed all delays to the ministry of Finance’s failure to release necessary funds on time.,,,,
OBS_GS_021356,The Observer,2021-06-23,Education officials charged over soliciting Shs 228 bribe from contractor,"They appeared today Wednesday before the Anti-Corruption court Grade One magistrate Moses Nabende who charged them with five counts related to corruption, abuse of office, and conspiracy to defraud.",,,,
OBS_GS_019298,The Observer,2017-03-17,Mulindwa shares vision and what it takes to erect a stadium,"When you look at our mission, we wanted to provide all-round quality education and to ensure that we have a modern school that must be the talk of everybody.",,,,
OBS_GS_006838,The Observer,2022-12-19,It’s a national security issue to protect electricity infrastructure,Protecting these installations should now be considered a national security issue.,,,,
OBS_GS_004361,The Observer,2024-07-03,Rising challenge of content piracy in Uganda’s entertainment landscape,"That notwithstanding, it is important to note that while others earn from driving, or leading teams or customer service jobs or being in the army, creators earn from their works and therefore, everyone who employs these diverse ways of accessing content for free are detrimental to the well being of creators at all levels.",,,,
OBS_GS_016068,The Observer,2020-09-22,Norway’s Ski train station Vs Kampala Northern bypass project,"Afterwards, the contractor may argue for another upward review of the contract.",,,,
OBS_GS_016830,The Observer,2020-10-01,"Entebbe airport reopens, air travelers exempted from curfew","However, he adds, all passengers must present their passports and air tickets whenever they are stopped.",,,,
OBS_GS_007010,The Observer,2022-07-12,"EzyAgric enables 300,000 farmers get access to agricultural markets","The initiative offers participants useful tools and an introduction to the industry’s emerging technologies, such as Mojaloop Open source software, and guidance from Level One Project foundational material.",,,,
OBS_GS_010612,The Observer,2019-06-08,Haiti braces for anti-corruption protests,"Remember that this contract has been duly approved by the CSC/CA and that the relative payments are around 40% to date for 80% of executed works,” the statement said.",,,,
OBS_GS_008893,The Observer,2017-05-07,Tumwine defends IGP Kayihura contract extension,“There’s no country in the world where there is total peace.,,,,
OBS_GS_003150,The Observer,2023-01-16,Analysts question viability of proposed Ugandan railway link to Kenya,“Government decided to widen its nets and open up a bid.,,,,
OBS_GS_009899,The Observer,2024-09-11,Fenced off and forgotten: 84-year-old woman awaits justice amid Namboole stadium dispute,"The Observer was unable to obtain a comment from Dr Denis Mugimba, the spokesperson for the ministry of Education and Sports. inarticle} inarticle}",,,,
OBS_GS_003568,The Observer,2022-06-30,MPs turn away Lira hospital officials over lack of accountability documents,"The other queries by the auditor general against Lira hospital are the irregular payment of Shs 339.2 million to a contractor for works not done, Shs 65.3 million off-budget receipts, failure to absorb Shs 1.5 billion meant for payment of salaries, pension, underpayment of salaries by Shs 19 million, among others. inarticle} inarticle}",,,,
OBS_GS_002528,The Observer,2025-08-01,Rethinking justice through Alternative Dispute Resolution,ADR refers to other ways of resolving disputes except going to court.,,,,
OBS_GS_000325,The Observer,2024-10-09,"State House unit probes ministers Kasaija, Anite","But the board reminded her of their legal limitations, which include policy guidance and their restriction from direct procurement.",,,,
OBS_GS_021282,The Observer,2018-10-18,EU grants govt 90bn for Tororo-Gulu railway revival,"Kasaija said that even if Uganda started work on the Standard Gauge Railway today, the first trains between Mombasa to Kampala will not run until after a decade because Kenya has delayed committing construction of its Standard Gauge Railway to the Malaba border.",,,,
OBS_GS_006988,The Observer,2017-08-03,Jinja bridge 40 percent complete,"“On all our projects, we want to try (as much as possible) to have local suppliers on board but most of them produce substandard products.",,,,
OBS_GS_004038,The Observer,2025-03-04,BOU ordered to pay Shs 200m over rejected carpet bid,"However, despite this confirmation, BOU’s procurement team claimed the manufacturer’s authorization was forged and recommended investigations into C&S.",,,,
OBS_GS_010097,The Observer,2021-11-02,"Drainage: Govt, KCCA infringing on right to life, court rules",A clear indication that there is a lack of routine cleaning which would fit the description of maintenance.,,,,
OBS_GS_002882,The Observer,2017-04-14,Karuma dam workers lay down tools over wages,"A statement from Uganda Electricity Generation Company Limited UEGCL sent to The Observer today afternoon, says the industrial action was due to a workers objecting a proposal deduct local service tax off their wages.",,,,
OBS_GS_023320,The Observer,2025-07-04,Court orders gov’t to produce vehicle tracking project contracts,He found that no specific evidence had been presented to show how the production of the documents would endanger the state or violate investor rights.,,,,
OBS_GS_016107,The Observer,2018-01-12,Sam Kutesa and Co. may yet survive their latest corruption scandal,The alleged bribe was from a Chinese entity primarily for oil concessions but also for other large infrastructural works.,,,,
OBS_GS_016319,The Observer,2017-01-13,Cash-strapped KCCA sweet-talks landlords for land,KIIDP-Two is funded by the World Bank and is aimed at improving both the road and drainage systems in all the five divisions of Kampala.,,,,
OBS_GS_019762,The Observer,2022-04-12,Fufa has abandoned core mandate for populism,The author is SC Villa first vice president in charge of mobilization inarticle} inarticle},,,,
OBS_GS_018430,The Observer,2025-10-31,M23 rebels reject France’s plan to reopen Goma airport,"However, M23 political spokesperson Lawrence Kanyuka dismissed the proposal in a statement issued Friday, describing it as “untimely and disconnected from reality.” He said any such initiative should be discussed within the framework of the ongoing Doha peace talks, mediated by Qatar and supported by the United States and the African Union.",,,,
OBS_GS_001393,The Observer,2017-03-13,"Lands minister to meet police, army over evictions","What we are now going to do is to use the captured maps to do the planning of infrastructure and roads and where the plans exist to super impose the maps and put new plans on them,” she said. abumay1988@gmail.com",,,,
OBS_GS_013563,The Observer,2025-01-01,Infrastructure projects to look out for in 2025,"South Sudan – Uganda Power Transmission Network The African Development Bank will seek approval from its board in early 2025 to fund the South Sudan – Uganda Power Transmission Network, which will consist of a 299km transmission line between the two countries.",,,,
OBS_GS_002073,The Observer,2018-11-03,Shs 665m Akii-bua stadium money well spent – ministry,Kibenge says there could have been an information gap and that why some district officials say they did not receive Shs 665m but their records show that Lira district received a total of Shs 665 million.,,,,
OBS_GS_016083,The Observer,2020-09-22,Norway’s Ski train station Vs Kampala Northern bypass project,"NB: Ski train station (Ski stasjon) is a railway station located in Ski, Norway.",,,,
OBS_GS_000219,The Observer,2018-09-11,UNRA sets tough terms for the Kampala-Jinja Expressway,"She further explained that under the arrangement, there will be no shoddy works as companies will own the roads as they will be responsible for regular repairs at their own cost.",,,,
OBS_GS_005323,The Observer,2023-10-04,Cost per kilometer as a unit cost of a road is misleading,"However, there are elements of a road that are key cost drivers in road construction that determine the intrinsic cost of a road.",,,,
OBS_GS_003188,The Observer,2022-01-28,Cold chain equipment optimization project,"A Third-Party Logistics (3PL) company, Beyond Logistics Ltd (BLL) provides quality warehousing, local and international procurement, distribution services, project management, as well as local and international representation services.",,,,
OBS_GS_006959,The Observer,2022-09-16,"Mother, two children crushed to death in Gulu by school perimeter wall",She notes that the wall was hurriedly constructed and suspects the work could have been substandard.,,,,
OBS_GS_020703,The Observer,2023-11-29,Orom graphite project gets $5 million grant,Graphite is one of the key minerals needed for the production of electric batteries.,,,,
OBS_GS_000155,The Observer,2021-11-17,Mayanja: Land Bill is back,There have been various instances where colossal sums of money were dubiously paid yet genuine claimants are left unpaid.,,,,
